services,store_url,store_name,stradd,city,state,lat,long
Tobaco,https://www.familydollar.com/locations/ga/butler/26059/,FAMILY DOLLAR #6059,215 S Broad St,Butler,GA,32.553602,-84.238526
Adult Beverage,https://www.familydollar.com/locations/ga/butler/26059/,FAMILY DOLLAR #6059,215 S Broad St,Butler,GA,32.553602,-84.238526
Tobaco,https://www.familydollar.com/locations/ga/cairo/20422/,FAMILY DOLLAR #422,131 Martin Luther King Jr Ave,Cairo,GA,30.874933,-84.210355
Tobaco,https://www.familydollar.com/locations/ga/calhoun/20290/,FAMILY DOLLAR #290,815 S Wall St,Calhoun,GA,34.48603,-84.945388
Adult Beverage,https://www.familydollar.com/locations/ga/calhoun/20290/,FAMILY DOLLAR #290,815 S Wall St,Calhoun,GA,34.48603,-84.945388
Tobaco,https://www.familydollar.com/locations/ga/camilla/20348/,FAMILY DOLLAR #348,50 N Scott St,Camilla,GA,31.232781,-84.211605
Tobaco,https://www.familydollar.com/locations/ga/canton/24697/,FAMILY DOLLAR #4697,241 Marietta Rd,Canton,GA,34.23096,-84.49151
Tobaco,https://www.familydollar.com/locations/ga/carnesville/31228/,FAMILY DOLLAR #11228,9250 Lavonia Road,Carnesville,GA,34.36740258,-83.24016892
Adult Beverage,https://www.familydollar.com/locations/ga/carnesville/31228/,FAMILY DOLLAR #11228,9250 Lavonia Road,Carnesville,GA,34.36740258,-83.24016892
Tobaco,https://www.familydollar.com/locations/ga/carrollton/20229/,FAMILY DOLLAR #229,430 N Park St,Carrollton,GA,33.584439,-85.07881
Adult Beverage,https://www.familydollar.com/locations/ga/carrollton/20229/,FAMILY DOLLAR #229,430 N Park St,Carrollton,GA,33.584439,-85.07881
Tobaco,https://www.familydollar.com/locations/ga/carrollton/24899/,FAMILY DOLLAR #4899,515 Bankhead Hwy,Carrollton,GA,33.584932,-85.058665
Tobaco,https://www.familydollar.com/locations/ga/carrollton/28957/,FAMILY DOLLAR #8957,2290 Maple Street,Carrollton,GA,33.560892,-85.115266
Adult Beverage,https://www.familydollar.com/locations/ga/carrollton/28957/,FAMILY DOLLAR #8957,2290 Maple Street,Carrollton,GA,33.560892,-85.115266
Tobaco,https://www.familydollar.com/locations/ga/cedartown/20276/,FAMILY DOLLAR #276,727 S. Main Street,Cedartown,GA,34.00715596,-85.25456006
Adult Beverage,https://www.familydollar.com/locations/ga/cedartown/20276/,FAMILY DOLLAR #276,727 S. Main Street,Cedartown,GA,34.00715596,-85.25456006
Tobaco,https://www.familydollar.com/locations/ga/chamblee/30281/,FAMILY DOLLAR #10281,4949 Buford Hwy.,Chamblee,GA,33.886588,-84.286655
Tobaco,https://www.familydollar.com/locations/ga/chatsworth/20447/,FAMILY DOLLAR #447,500 S 3rd Ave,Chatsworth,GA,34.761633,-84.770543
Adult Beverage,https://www.familydollar.com/locations/ga/chatsworth/20447/,FAMILY DOLLAR #447,500 S 3rd Ave,Chatsworth,GA,34.761633,-84.770543
Tobaco,https://www.familydollar.com/locations/ga/clarkston/30154/,FAMILY DOLLAR #10154,1125 N Indian Creek Drive,Clarkston,GA,33.809169,-84.241573
Adult Beverage,https://www.familydollar.com/locations/ga/clarkston/30154/,FAMILY DOLLAR #10154,1125 N Indian Creek Drive,Clarkston,GA,33.809169,-84.241573
Tobaco,https://www.familydollar.com/locations/ga/clarkston/23475/,FAMILY DOLLAR #3475,4602 E Ponce De Leon Ave,Clarkston,GA,33.819964,-84.228895
Tobaco,https://www.familydollar.com/locations/ga/claxton/20385/,FAMILY DOLLAR #385,7967 Us Highway 301,Claxton,GA,32.17211796,-81.90019656
Adult Beverage,https://www.familydollar.com/locations/ga/claxton/20385/,FAMILY DOLLAR #385,7967 Us Highway 301,Claxton,GA,32.17211796,-81.90019656
Propane,https://www.familydollar.com/locations/ga/claxton/20385/,FAMILY DOLLAR #385,7967 Us Highway 301,Claxton,GA,32.17211796,-81.90019656
Tobaco,https://www.familydollar.com/locations/ga/clayton/20874/,FAMILY DOLLAR #874,112 Plaza Way,Clayton,GA,34.876175,-83.399029
Tobaco,https://www.familydollar.com/locations/ga/college-park/32249/,FAMILY DOLLAR #12249,2461a Riverdale Road,College Park,GA,33.63605509,-84.47015919
Tobaco,https://www.familydollar.com/locations/ga/colquitt/20794/,FAMILY DOLLAR #794,401 E Crawford St,Colquitt,GA,31.166779,-84.725018
Adult Beverage,https://www.familydollar.com/locations/ga/colquitt/20794/,FAMILY DOLLAR #794,401 E Crawford St,Colquitt,GA,31.166779,-84.725018
Tobaco,https://www.familydollar.com/locations/ga/columbus/30423/,FAMILY DOLLAR #10423,2323 Hamilton Road,Columbus,GA,32.48670018,-84.98380203
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/30423/,FAMILY DOLLAR #10423,2323 Hamilton Road,Columbus,GA,32.48670018,-84.98380203
Tobaco,https://www.familydollar.com/locations/ga/columbus/31402/,FAMILY DOLLAR #11402,906 Amber Drive,Columbus,GA,32.46327405,-84.89198006
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/31402/,FAMILY DOLLAR #11402,906 Amber Drive,Columbus,GA,32.46327405,-84.89198006
Tobaco,https://www.familydollar.com/locations/ga/columbus/31459/,FAMILY DOLLAR #11459,4011 Forrest Road,Columbus,GA,32.48432858,-84.92400808
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/31459/,FAMILY DOLLAR #11459,4011 Forrest Road,Columbus,GA,32.48432858,-84.92400808
Tobaco,https://www.familydollar.com/locations/ga/columbus/31660/,FAMILY DOLLAR #11660,826 Veterans Parkway,Columbus,GA,32.46227279,-84.98721364
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/31660/,FAMILY DOLLAR #11660,826 Veterans Parkway,Columbus,GA,32.46227279,-84.98721364
Tobaco,https://www.familydollar.com/locations/ga/columbus/32619/,FAMILY DOLLAR #12619,2801 Double Churches Road,Columbus,GA,32.552,-84.94966
Tobaco,https://www.familydollar.com/locations/ga/columbus/21563/,FAMILY DOLLAR #1563,3438 Buena Vista Road,Columbus,GA,32.455952,-84.937052
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/21563/,FAMILY DOLLAR #1563,3438 Buena Vista Road,Columbus,GA,32.455952,-84.937052
Tobaco,https://www.familydollar.com/locations/ga/columbus/20333/,FAMILY DOLLAR #333,2112 Floyd Road,Columbus,GA,32.480576,-84.89841
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/20333/,FAMILY DOLLAR #333,2112 Floyd Road,Columbus,GA,32.480576,-84.89841
Tobaco,https://www.familydollar.com/locations/ga/columbus/20418/,FAMILY DOLLAR #418,3759 Victory Dr Ste 12,Columbus,GA,32.416631,-84.942485
Tobaco,https://www.familydollar.com/locations/ga/columbus/24246/,FAMILY DOLLAR #4246,2126 Buena Vista Road,Columbus,GA,32.464405,-84.95954
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/24246/,FAMILY DOLLAR #4246,2126 Buena Vista Road,Columbus,GA,32.464405,-84.95954
Tobaco,https://www.familydollar.com/locations/ga/columbus/25108/,FAMILY DOLLAR #5108,1647 S Lumpkin Rd,Columbus,GA,32.42393,-84.9511
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/25108/,FAMILY DOLLAR #5108,1647 S Lumpkin Rd,Columbus,GA,32.42393,-84.9511
Tobaco,https://www.familydollar.com/locations/ga/columbus/26827/,FAMILY DOLLAR #6827,3126 Veterans Pkwy,Columbus,GA,32.49349,-84.980831
Tobaco,https://www.familydollar.com/locations/ga/columbus/28295/,FAMILY DOLLAR #8295,5600 Milgen Rd,Columbus,GA,32.519777,-84.890057
Tobaco,https://www.familydollar.com/locations/ga/columbus/28860/,FAMILY DOLLAR #8860,810 Fort Benning Road,Columbus,GA,32.43645059,-84.9395229
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/28860/,FAMILY DOLLAR #8860,810 Fort Benning Road,Columbus,GA,32.43645059,-84.9395229
Tobaco,https://www.familydollar.com/locations/ga/columbus/29373/,FAMILY DOLLAR #9373,5181 Warm Springs Rd,Columbus,GA,32.537039,-84.904425
Adult Beverage,https://www.familydollar.com/locations/ga/columbus/29373/,FAMILY DOLLAR #9373,5181 Warm Springs Rd,Columbus,GA,32.537039,-84.904425
Tobaco,https://www.familydollar.com/locations/ga/columus/25105/,FAMILY DOLLAR #5105,326 Farr Rd,Columus,GA,32.443792,-84.923064
Adult Beverage,https://www.familydollar.com/locations/ga/columus/25105/,FAMILY DOLLAR #5105,326 Farr Rd,Columus,GA,32.443792,-84.923064
Tobaco,https://www.familydollar.com/locations/ga/conyers/30212/,FAMILY DOLLAR #10212,1830 Highway 138 Se,Conyers,GA,33.637169,-84.017872
Adult Beverage,https://www.familydollar.com/locations/ga/conyers/30212/,FAMILY DOLLAR #10212,1830 Highway 138 Se,Conyers,GA,33.637169,-84.017872
Tobaco,https://www.familydollar.com/locations/ga/conyers/31602/,FAMILY DOLLAR #11602,2601 Highway 138 Ne,Conyers,GA,33.69352887,-83.95972125
Adult Beverage,https://www.familydollar.com/locations/ga/conyers/31602/,FAMILY DOLLAR #11602,2601 Highway 138 Ne,Conyers,GA,33.69352887,-83.95972125
Propane,https://www.familydollar.com/locations/ga/conyers/31602/,FAMILY DOLLAR #11602,2601 Highway 138 Ne,Conyers,GA,33.69352887,-83.95972125
Tobaco,https://www.familydollar.com/locations/ga/conyers/24224/,FAMILY DOLLAR #4224,1163 West Ave Sw,Conyers,GA,33.667127,-84.026721
Adult Beverage,https://www.familydollar.com/locations/ga/conyers/24224/,FAMILY DOLLAR #4224,1163 West Ave Sw,Conyers,GA,33.667127,-84.026721
Tobaco,https://www.familydollar.com/locations/ga/conyers/27671/,FAMILY DOLLAR #7671,2460 Salem Road,Conyers,GA,33.62452,-83.976037
Adult Beverage,https://www.familydollar.com/locations/ga/conyers/27671/,FAMILY DOLLAR #7671,2460 Salem Road,Conyers,GA,33.62452,-83.976037
Tobaco,https://www.familydollar.com/locations/ga/conyers/28496/,FAMILY DOLLAR #8496,425 Signman Rd Nw,Conyers,GA,33.685227,-84.001532
Adult Beverage,https://www.familydollar.com/locations/ga/conyers/28496/,FAMILY DOLLAR #8496,425 Signman Rd Nw,Conyers,GA,33.685227,-84.001532
Tobaco,https://www.familydollar.com/locations/ga/cordele/30889/,FAMILY DOLLAR #10889,302 W 24th Avenue,Cordele,GA,31.955391,-83.785005
Adult Beverage,https://www.familydollar.com/locations/ga/cordele/30889/,FAMILY DOLLAR #10889,302 W 24th Avenue,Cordele,GA,31.955391,-83.785005
Tobaco,https://www.familydollar.com/locations/ga/covington/31714/,FAMILY DOLLAR #11714,3250 Highway 81,Covington,GA,33.54823582,-83.94281172
Adult Beverage,https://www.familydollar.com/locations/ga/covington/31714/,FAMILY DOLLAR #11714,3250 Highway 81,Covington,GA,33.54823582,-83.94281172
Propane,https://www.familydollar.com/locations/ga/covington/31714/,FAMILY DOLLAR #11714,3250 Highway 81,Covington,GA,33.54823582,-83.94281172
Tobaco,https://www.familydollar.com/locations/ga/crawford/23373/,FAMILY DOLLAR #3373,1178 Athens Rd,Crawford,GA,33.882332,-83.157697
Adult Beverage,https://www.familydollar.com/locations/ga/crawford/23373/,FAMILY DOLLAR #3373,1178 Athens Rd,Crawford,GA,33.882332,-83.157697
Propane,https://www.familydollar.com/locations/ga/crawford/23373/,FAMILY DOLLAR #3373,1178 Athens Rd,Crawford,GA,33.882332,-83.157697
Fresh Produce,https://www.familydollar.com/locations/ga/crawford/23373/,FAMILY DOLLAR #3373,1178 Athens Rd,Crawford,GA,33.882332,-83.157697
Tobaco,https://www.familydollar.com/locations/ga/cuthbert/20424/,FAMILY DOLLAR #424,681 Blakely St,Cuthbert,GA,31.76692592,-84.79093535
Tobaco,https://www.familydollar.com/locations/ga/dalton/21503/,FAMILY DOLLAR #1503,2410 Cleveland Highway,Dalton,GA,34.819798,-84.94528
Adult Beverage,https://www.familydollar.com/locations/ga/dalton/21503/,FAMILY DOLLAR #1503,2410 Cleveland Highway,Dalton,GA,34.819798,-84.94528
Tobaco,https://www.familydollar.com/locations/ga/dalton/23574/,FAMILY DOLLAR #3574,3901 Cleveland Rd,Dalton,GA,34.896725,-84.947433
Tobaco,https://www.familydollar.com/locations/ga/dalton/20036/,FAMILY DOLLAR #36,1210 E. Morris Street,Dalton,GA,34.767148,-84.950731
Adult Beverage,https://www.familydollar.com/locations/ga/dalton/20036/,FAMILY DOLLAR #36,1210 E. Morris Street,Dalton,GA,34.767148,-84.950731
Propane,https://www.familydollar.com/locations/ga/dalton/20036/,FAMILY DOLLAR #36,1210 E. Morris Street,Dalton,GA,34.767148,-84.950731
Tobaco,https://www.familydollar.com/locations/ga/dawson/21307/,FAMILY DOLLAR #1307,418 S Main St,Dawson,GA,31.769454,-84.446396
Adult Beverage,https://www.familydollar.com/locations/ga/dawson/21307/,FAMILY DOLLAR #1307,418 S Main St,Dawson,GA,31.769454,-84.446396
Tobaco,https://www.familydollar.com/locations/ga/decatur/30491/,FAMILY DOLLAR #10491,3429 Covington Highway,Decatur,GA,33.768936,-84.252697
Tobaco,https://www.familydollar.com/locations/ga/decatur/31824/,FAMILY DOLLAR #11824,2942 Rainbow Drive,Decatur,GA,33.71023694,-84.26958542
Adult Beverage,https://www.familydollar.com/locations/ga/decatur/31824/,FAMILY DOLLAR #11824,2942 Rainbow Drive,Decatur,GA,33.71023694,-84.26958542
Tobaco,https://www.familydollar.com/locations/ga/decatur/20511/,FAMILY DOLLAR #511,1982 Candler Rd,Decatur,GA,33.733132,-84.28289
Tobaco,https://www.familydollar.com/locations/ga/decatur/25820/,FAMILY DOLLAR #5820,2415 Dekalb Medical Pky,Decatur,GA,33.716275,-84.146378
Tobaco,https://www.familydollar.com/locations/ga/decatur/27528/,FAMILY DOLLAR #7528,4787 Covington Hwy,Decatur,GA,33.73721377,-84.21777011
Adult Beverage,https://www.familydollar.com/locations/ga/decatur/27528/,FAMILY DOLLAR #7528,4787 Covington Hwy,Decatur,GA,33.73721377,-84.21777011
Propane,https://www.familydollar.com/locations/ga/decatur/27528/,FAMILY DOLLAR #7528,4787 Covington Hwy,Decatur,GA,33.73721377,-84.21777011
Tobaco,https://www.familydollar.com/locations/ga/decatur/27641/,FAMILY DOLLAR #7641,3850 Flat Shoals Pkwy,Decatur,GA,33.69575,-84.26241
Adult Beverage,https://www.familydollar.com/locations/ga/decatur/27641/,FAMILY DOLLAR #7641,3850 Flat Shoals Pkwy,Decatur,GA,33.69575,-84.26241
Tobaco,https://www.familydollar.com/locations/ga/decatur/28474/,FAMILY DOLLAR #8474,2500 Snapfinger Road,Decatur,GA,33.70682,-84.21715
Adult Beverage,https://www.familydollar.com/locations/ga/decatur/28474/,FAMILY DOLLAR #8474,2500 Snapfinger Road,Decatur,GA,33.70682,-84.21715
Tobaco,https://www.familydollar.com/locations/ga/douglas/20215/,FAMILY DOLLAR #215,831 S Peterson Ave,Douglas,GA,31.499586,-82.852009
Tobaco,https://www.familydollar.com/locations/ga/douglasville/20350/,FAMILY DOLLAR #350,6113 Fairburn Rd,Douglasville,GA,33.752519,-84.73232
Tobaco,https://www.familydollar.com/locations/ga/douglasville/27132/,FAMILY DOLLAR #7132,"4336 Ridge Rd, Ste 101",Douglasville,GA,33.81385,-84.819109
Tobaco,https://www.familydollar.com/locations/ga/dublin/32539/,FAMILY DOLLAR #12539,921 Hillcrest Parkway,Dublin,GA,32.547607,-82.9324
Tobaco,https://www.familydollar.com/locations/ga/dublin/20289/,FAMILY DOLLAR #289,304 N Jefferson St,Dublin,GA,32.54234,-82.90638
Tobaco,https://www.familydollar.com/locations/ga/dublin/27342/,FAMILY DOLLAR #7342,1206 Telfair St,Dublin,GA,32.52667485,-82.91406589
Adult Beverage,https://www.familydollar.com/locations/ga/dublin/27342/,FAMILY DOLLAR #7342,1206 Telfair St,Dublin,GA,32.52667485,-82.91406589
Tobaco,https://www.familydollar.com/locations/ga/eastman/26823/,FAMILY DOLLAR #6823,823 College St,Eastman,GA,32.188749,-83.173698
Tobaco,https://www.familydollar.com/locations/ga/east-point/30654/,FAMILY DOLLAR #10654,3128 Washington Road,East Point,GA,33.670045,-84.462393
Tobaco,https://www.familydollar.com/locations/ga/east-point/31615/,FAMILY DOLLAR #11615,4226 Washington Road,East Point,GA,33.640156,-84.49089172
Adult Beverage,https://www.familydollar.com/locations/ga/east-point/31615/,FAMILY DOLLAR #11615,4226 Washington Road,East Point,GA,33.640156,-84.49089172
Tobaco,https://www.familydollar.com/locations/ga/east-point/31696/,FAMILY DOLLAR #11696,3031 Main Street,East Point,GA,33.67248922,-84.44308186
Adult Beverage,https://www.familydollar.com/locations/ga/east-point/31696/,FAMILY DOLLAR #11696,3031 Main Street,East Point,GA,33.67248922,-84.44308186
Tobaco,https://www.familydollar.com/locations/ga/east-point/21788/,FAMILY DOLLAR #1788,2433 Delowe Drive,East Point,GA,33.68909,-84.45818
Tobaco,https://www.familydollar.com/locations/ga/ellenwood/25315/,FAMILY DOLLAR #5315,156 Fairview Rd,Ellenwood,GA,33.620456,-84.240681
Tobaco,https://www.familydollar.com/locations/ga/eton/29065/,FAMILY DOLLAR #9065,79-H Highway 286,Eton,GA,34.82569,-84.764635
Adult Beverage,https://www.familydollar.com/locations/ga/eton/29065/,FAMILY DOLLAR #9065,79-H Highway 286,Eton,GA,34.82569,-84.764635
Tobaco,https://www.familydollar.com/locations/ga/fairburn/31634/,FAMILY DOLLAR #11634,8370 Senoia Rd,Fairburn,GA,33.52965406,-84.57533155
Adult Beverage,https://www.familydollar.com/locations/ga/fairburn/31634/,FAMILY DOLLAR #11634,8370 Senoia Rd,Fairburn,GA,33.52965406,-84.57533155
Tobaco,https://www.familydollar.com/locations/ga/fairburn/20499/,FAMILY DOLLAR #499,100 Nw Broad Street,Fairburn,GA,33.568675,-84.578789
Adult Beverage,https://www.familydollar.com/locations/ga/fairburn/20499/,FAMILY DOLLAR #499,100 Nw Broad Street,Fairburn,GA,33.568675,-84.578789
Propane,https://www.familydollar.com/locations/ga/fairburn/20499/,FAMILY DOLLAR #499,100 Nw Broad Street,Fairburn,GA,33.568675,-84.578789
Tobaco,https://www.familydollar.com/locations/ga/fayetteville/31060/,FAMILY DOLLAR #11060,905b Glynn Street N,Fayetteville,GA,33.4647746,-84.44827662
Adult Beverage,https://www.familydollar.com/locations/ga/fayetteville/31060/,FAMILY DOLLAR #11060,905b Glynn Street N,Fayetteville,GA,33.4647746,-84.44827662
Tobaco,https://www.familydollar.com/locations/ga/fayetteville/28582/,FAMILY DOLLAR #8582,12100 County Line Road,Fayetteville,GA,33.426275,-84.401723
Tobaco,https://www.familydollar.com/locations/ga/fitzgerald/20218/,FAMILY DOLLAR #218,179 Ocilla Highway,Fitzgerald,GA,31.69959179,-83.25093332
Adult Beverage,https://www.familydollar.com/locations/ga/fitzgerald/20218/,FAMILY DOLLAR #218,179 Ocilla Highway,Fitzgerald,GA,31.69959179,-83.25093332
Tobaco,https://www.familydollar.com/locations/ga/folkston/20564/,FAMILY DOLLAR #564,3650 Second St. S.,Folkston,GA,30.825237,-82.003191
Tobaco,https://www.familydollar.com/locations/ga/forest-park/23669/,FAMILY DOLLAR #3669,798 Morrow Rd,Forest Park,GA,33.591246,-84.364154
Tobaco,https://www.familydollar.com/locations/ga/forest-park/20397/,FAMILY DOLLAR #397,4735 Jonesboro Rd,Forest Park,GA,33.625196,-84.356023
Tobaco,https://www.familydollar.com/locations/ga/forest-park/27963/,FAMILY DOLLAR #7963,4018 Jonesboro Rd,Forest Park,GA,33.645464,-84.363642
Adult Beverage,https://www.familydollar.com/locations/ga/forest-park/27963/,FAMILY DOLLAR #7963,4018 Jonesboro Rd,Forest Park,GA,33.645464,-84.363642
Propane,https://www.familydollar.com/locations/ga/forest-park/27963/,FAMILY DOLLAR #7963,4018 Jonesboro Rd,Forest Park,GA,33.645464,-84.363642
Tobaco,https://www.familydollar.com/locations/ga/forest-park/29226/,FAMILY DOLLAR #9226,307 Forest Pkwy,Forest Park,GA,33.620164,-84.379593
Adult Beverage,https://www.familydollar.com/locations/ga/forest-park/29226/,FAMILY DOLLAR #9226,307 Forest Pkwy,Forest Park,GA,33.620164,-84.379593
Tobaco,https://www.familydollar.com/locations/ga/forsyth/28366/,FAMILY DOLLAR #8366,173 N. Lee Street,Forsyth,GA,33.039338,-83.937245
Tobaco,https://www.familydollar.com/locations/ga/fort-oglethorpe/20263/,FAMILY DOLLAR #263,767 Battlefield Pkwy,Fort Oglethorpe,GA,34.955255,-85.251693
Tobaco,https://www.familydollar.com/locations/ga/fort-valley/20246/,FAMILY DOLLAR #246,536 Vineville St,Fort Valley,GA,32.559849,-83.892825
Adult Beverage,https://www.familydollar.com/locations/ga/fort-valley/20246/,FAMILY DOLLAR #246,536 Vineville St,Fort Valley,GA,32.559849,-83.892825
Tobaco,https://www.familydollar.com/locations/ga/franklin/22732/,FAMILY DOLLAR #2732,291 E Court Sq,Franklin,GA,33.278189,-85.097787
Tobaco,https://www.familydollar.com/locations/ga/gainesville/30650/,FAMILY DOLLAR #10650,1800 Athens Highway,Gainesville,GA,34.28097891,-83.79027494
Adult Beverage,https://www.familydollar.com/locations/ga/gainesville/30650/,FAMILY DOLLAR #10650,1800 Athens Highway,Gainesville,GA,34.28097891,-83.79027494
Propane,https://www.familydollar.com/locations/ga/gainesville/30650/,FAMILY DOLLAR #10650,1800 Athens Highway,Gainesville,GA,34.28097891,-83.79027494
Tobaco,https://www.familydollar.com/locations/ga/gainesville/32233/,FAMILY DOLLAR #12233,2941 Mountain View Rd,Gainesville,GA,34.25306704,-83.85784973
Adult Beverage,https://www.familydollar.com/locations/ga/gainesville/32233/,FAMILY DOLLAR #12233,2941 Mountain View Rd,Gainesville,GA,34.25306704,-83.85784973
Tobaco,https://www.familydollar.com/locations/ga/gainesville/20014/,FAMILY DOLLAR #14,420 Atlanta Highway,Gainesville,GA,34.28173868,-83.83999876
